Brand,PriceNow,PriceOriginal,Guarantee,Country,Series,OS,windows,CoresNumber,ProcessorModel,Processor,ProcessorType,ProcessorFrequency,GpuManufacturer,GpuController,GpuCapacity,ScreenSize,Diagonal,ScreenFrequency,SsdSize,RAM,RAM_type,HDMI,Material,Battery,Weight
Lenovo,nan,84 999 ₽,1 год,Китай,Legion 5 15ITH6,не установлена,не установлена,6,11400H,Intel Core i5 11400H 2.7 ГГц,Core i5,2.7 ГГц,NVIDIA,GeForce RTX 3050 Ti 4GB,4 ГБ,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",165 Гц,512 ГБ,16 ГБ,DDR4,1 шт,пластик,до 8 часов,2.4 кг

VAIO,nan,45 999 ₽,1 год,Китай,VAIO E series,Windows 11 Домашняя,установлена,2,nan,,nan,nan,AMD,Radeon RX Vega 3,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",nan,512 ГБ,8 ГБ,DDR4,1 шт,ABS-пластик,до 8 часов,1.59 кг

Prestigio,19 999 ₽,24 999,1 год,Китай,C6,Windows 10 Pro,установлена,2,nan,,nan,nan,AMD,Radeon R3,nan,"14.1""(35.8 см)","14.1""/1366x768 пикс.",50 Гц,nan,4 ГБ,DDR4,1 шт,пластик,до 8 часов,1.4 кг

Lenovo,44 999 ₽,54 999,1 год,Китай,IdeaPad 3 15ITL6,не установлена,не установлена,4,nan,,nan,nan,NVIDIA,GeForce MX350 2ГБ,2 ГБ,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",nan,nan,8 ГБ,DDR4,1 шт,пластик,до 8 часов,1.65 кг

ASUS,26 999 ₽,29 999,1 год,Китай,nan,Windows 11 Домашняя,установлена,2,nan,,nan,nan,Intel,Intel UHD Graphics 600,nan,"14""(35.5 см)","14""/1920x1080 пикс.",nan,128 ГБ,4 ГБ,DDR4,1 шт,пластик,до 6 часов,1.5 кг

Lenovo,nan,54 999 ₽,1 год,Китай,IdeaPad 3 15ITL6,не установлена,не установлена,4,nan,,nan,nan,NVIDIA,GeForce MX350 2ГБ,2 ГБ,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",60 Гц,nan,8 ГБ,DDR4,1 шт,пластик,до 6 часов,3.6 кг

ASUS,59 999 ₽,64 999,1 год,Китай,VivoBook,Windows 10,установлена,4,nan,,nan,nan,NVIDIA,GeForce MX350 2ГБ,2 ГБ,"14""(35.5 см)","14""/1920x1080 пикс.",nan,512 ГБ,8 ГБ,DDR4,1 шт,пластик,до 8 часов,1.22 кг

MSI,nan,139 999 ₽,1 год,Китай,Katana GF76,Windows 11 Домашняя 64,установлена,14,12700H,Intel Core i7 12700H 3.5 ГГц,Core i7,3.5 ГГц,NVIDIA,GeForce RTX 3060 6GB,6 ГБ,"17.3""(43.9 см)","17.3""/1920x1080 пикс.",144 Гц,512 ГБ,16 ГБ,DDR4,1 шт,металл/ пластик,до 8 часов,2.6 кг

ASUS,nan,39 999 ₽,1 год,Китай,VivoBook 15,Windows 11 Домашняя,установлена,2,nan,,nan,nan,Intel,Intel UHD Graphics,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",nan,256 ГБ,8 ГБ,DDR4,1 шт,пластик,до 5 часов,1.8 кг

Apple,nan,279 999 ₽,1 год,Китай,MacBook Pro,macOS,nan,10,nan,,nan,nan,Apple,nan,nan,nan,,120 Гц,1 ТБ,16 ГБ,nan,nan,алюминий,до 21 часа,2.15 кг

ASUS,54 000 ₽,59 999,1 год,Китай,K413JA,Windows 10 Домашняя,установлена,4,nan,,nan,nan,Intel,Intel UHD Graphics,nan,"14""(35.5 см)","14""/1920x1080 пикс.",nan,512 ГБ,8 ГБ,DDR4,1 шт,алюминий,nan,1.4 кг

HP,nan,32 999 ₽,1 год,Китай,250 G7,DOS,nan,2,nan,,nan,nan,Intel,UHD Graphics 600,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",60 Гц,256 ГБ,8 ГБ,DDR4,1 шт,пластик,до 6 ч 30 мин,1.78 кг

Acer,24 999 ₽,26 999,1 год,Китай,Extensa,nan,не установлена,2,nan,,nan,nan,Intel,Intel UHD Graphics,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",nan,256 ГБ,4 ГБ,DDR4,1 шт,пластик,до 7 часов,1.9 кг

MSI,39 999 ₽,44 999,1 год,Китай,MODERN 14,Windows 11 Домашняя,установлена,2,nan,,nan,nan,Intel,Intel UHD Graphics,nan,"14""(35.5 см)","14""/1920x1080 пикс.",nan,256 ГБ,4 ГБ,DDR4,1 шт,алюминиевый сплав,до 5 часов,1.39 кг

Digma,nan,17 999 ₽,1 год,Китай,EVE,Windows 10 Домашняя 64,установлена,2,nan,,nan,nan,Intel,Intel UHD Graphics 600,nan,"14""(35.5 см)","14""/1920x1080 пикс.",60 Гц,nan,4 ГБ,DDR4,1 шт,пластик,до 7 часов,1.26 кг

Prestigio,17 999 ₽,24 999,1 год,Китай,C7,Windows 10 Домашняя,установлена,2,nan,,nan,nan,Intel,Intel HD Graphics 500,nan,"14.1""(35.8 см)","14.1""/1366x768 пикс.",50 Гц,nan,4 ГБ,DDR4,1 шт,пластик,до 8 часов,1.4 кг

Prestigio,nan,24 999 ₽,1 год,Китай,C6,Windows 10 Pro,установлена,2,nan,,nan,nan,AMD,Radeon R3,nan,"14.1""(35.8 см)","14.1""/1366x768 пикс.",50 Гц,nan,4 ГБ,DDR4,1 шт,пластик,до 8 часов,1.4 кг

Lenovo,66 999 ₽,79 999,1 год,Китай,IdeaPad Gaming 3i 15IMH05,Windows 10 Домашняя 64,установлена,4,10300H,Intel Core i5 10300H 2.5 ГГц,Core i5,2.5 ГГц,NVIDIA,GeForce GTX 1650 Ti 4GB,4 ГБ,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",120 Гц,512 ГБ,8 ГБ,DDR4,1 шт,пластик,до 7 часов,2.2 кг

Irbis,18 999 ₽,21 999,1 год,Китай,NB,Windows 10 Pro,установлена,4,nan,,nan,nan,Intel,Intel HD Graphics,nan,"15.6""(39.6 см)","15.6""/1366x768 пикс.",60 Гц,nan,4 ГБ,nan,1 шт,пластик,до 5 часов,1.570 кг

Honor,61 999 ₽,69 999,1 год,Китай,MagicBook 16,не установлена,не установлена,6,nan,,nan,nan,AMD,Radeon Graphics,nan,"16.1""(40.9 см)","16.1""/1920x1080 пикс.",60 Гц,512 ГБ,16 ГБ,DDR4,1 шт,алюминиевый сплав,до 8 часов,1.84 кг

Prestigio,nan,24 999 ₽,1 год,Китай,C7,Windows 10 Домашняя,установлена,2,nan,,nan,nan,Intel,Intel HD Graphics 500,nan,"14.1""(35.8 см)","14.1""/1366x768 пикс.",50 Гц,nan,4 ГБ,DDR4,1 шт,пластик,до 8 часов,1.4 кг

Lenovo,27 999 ₽,32 999,1 год,Китай,IdeaPad 3 15IML05,не установлена,не установлена,2,nan,,nan,nan,Intel,Intel UHD Graphics,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",nan,nan,4 ГБ,DDR4,1 шт,пластик,до 9 часов,1.7 кг

Lenovo,210 000 ₽,299 999,3 года,Китай,ThinkPad X1 Fold,Windows 10 Pro 64,установлена,5,nan,,nan,nan,Intel,Intel UHD Graphics,nan,"13.3""(33.8 см)","13.3""/2048x1536 пикс.",60 Гц,512 ГБ,8 ГБ,LPDDR4X,nan,магниевый сплав,до 10 часов,0.999 кг

Lenovo,nan,139 999 ₽,1 год,Китай,Legion 5 17ACH6H,не установлена,не установлена,8,5800H,AMD Ryzen 7 5800H 3.2 ГГц,Ryzen 7,3.2 ГГц,NVIDIA,GeForce RTX 3060 6GB,6 ГБ,"17.3""(43.9 см)","17.3""/1920x1080 пикс.",144 Гц,1 ТБ,16 ГБ,DDR4,1 шт,пластик,до 7 часов,2.98 кг

Lenovo,nan,49 999 ₽,1 год,Китай,IdeaPad 3 17ITL6,Windows 11 Домашняя 64,установлена,2,nan,,nan,nan,Intel,UHD Graphics,nan,"17.3""(43.9 см)","17.3""/1920x1080 пикс.",nan,256 ГБ,8 ГБ,DDR4,1 шт,пластик,до 11 часов,2.1 кг

Irbis,nan,19 999 ₽,1 год,Китай,NB,Windows 10 Домашняя,установлена,4,nan,,nan,nan,Intel,Intel HD Graphics,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",60 Гц,nan,4 ГБ,DDR3,1 шт,пластик,до 5 часов,1.57 кг

HP,24 999 ₽,26 999,1 год,Китай,250 G7,nan,не установлена,2,nan,,nan,nan,Intel,UHD Graphics,nan,"15.6""(39.6 см)","15.6""/1366x768 пикс.",nan,256 ГБ,4 ГБ,DDR4,1 шт,nan,nan,1.75 кг

ASUS,36 999 ₽,39 999,1 год,Китай,Vivobook Go 14 Flip,Windows 11,установлена,2,nan,,nan,nan,Intel,Intel UHD Graphics,nan,"14""(35.5 см)","14""/1366x768 пикс.",nan,nan,4 ГБ,DDR4,1 шт,ABS-пластик,до 7 часов,1.45 кг

ASUS,104 999 ₽,114 999,2 года,Китай,Zenbook Duo 14,Windows 10 Домашняя,установлена,4,nan,,nan,nan,NVIDIA,GeForce MX450 2ГБ,2 ГБ,"14""(35.5 см)","14""/1920x1080 пикс.",nan,512 ГБ,16 ГБ,LPDDR4X,1 шт,магний/ алюминий,до 9 часов,1.62 кг

Haier,nan,20 799 ₽,1 год,Китай,URBAN,Windows 10 Домашняя,установлена,2,nan,,nan,nan,Intel,Intel UHD Graphics 600,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",60 Гц,128 ГБ,4 ГБ,LPDDR4,1 шт,пластик,до 8 часов,1.5 кг

ASUS,109 999 ₽,119 999,1 год,Китай,TUF Dash F15,Windows 11 Домашняя 64,установлена,10,12650H,Intel Core i7 12650H 3.5 ГГц,Core i7,3.5 ГГц,NVIDIA,GeForce RTX 3060 6GB,6 ГБ,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",144 Гц,512 ГБ,16 ГБ,DDR4,1 шт,алюминий/ пластик,до 5 часов,2 кг

ASUS,nan,159 999 ₽,1 год,Китай,nan,не установлена,не установлена,8,6800H,AMD Ryzen 7 6800H 3.2 ГГц,Ryzen 7,3.2 ГГц,NVIDIA,GeForce RTX 3070 8GB,8 ГБ,"15.6""(39.6 см)","15.6""/2560x1440 пикс.",165 Гц,1 ТБ,16 ГБ,DDR5,1 шт,алюминий/ пластик,до 5 часов,2.2 кг

Lenovo,nan,114 999 ₽,1 год,Китай,Legion 5 Pro 16ITH6,Windows 11 Домашняя 64,установлена,8,11800H,Intel Core i7 11800H 2.3 ГГц,Core i7,2.3 ГГц,NVIDIA,GeForce RTX 3050 Ti 4GB,4 ГБ,"16""(40.6 см)","16""/2560x1600 пикс.",165 Гц,1 ТБ,16 ГБ,DDR4,1 шт,алюминий,до 7 часов,2.3 кг

HP,109 999 ₽,145 499,1 год,Китай,Pavilion Gaming,Windows 11 Домашняя 64,установлена,4,11300H,Intel Core i5 11300H 3.1 ГГц,Core i5,3.1 ГГц,NVIDIA,GeForce RTX 3050 Ti 4GB,4 ГБ,"17.3""(43.9 см)","17.3""/1920x1080 пикс.",144 Гц,512 ГБ,8 ГБ,DDR4,1 шт,пластик,до 4 часов,2.75 кг

HUAWEI,94 999 ₽,106 999,1 год,Китай,Matebook 14S,Windows 11 Домашняя,установлена,14,nan,,nan,nan,Intel,Intel Iris Xe Graphics,nan,"14""(35.5 см)","14""/2520x1680 пикс.",nan,1 ТБ,16 ГБ,LPDDR4X,1 шт,металл,до 9 часов,1.43 кг

Irbis,nan,17 999 ₽,1 год,Китай,NB,Windows 10 Pro,установлена,2,nan,,nan,nan,Intel,Intel UHD Graphics 600,nan,"14.1""(35.8 см)","14.1""/1920x1080 пикс.",60 Гц,nan,4 ГБ,DDR4,1 шт,пластик,до 5 часов,1.28 кг

Irbis,18 999 ₽,21 999,1 год,Китай,NB,Windows 10 Pro,установлена,4,nan,,nan,nan,Intel,Intel HD Graphics,nan,"15.6""(39.6 см)","15.6""/1366x768 пикс.",60 Гц,nan,4 ГБ,nan,1 шт,пластик,до 5 часов,1.570 кг

Irbis,16 999 ₽,18 999,1 год,Китай,NB,Windows 10 Pro,установлена,2,nan,,nan,nan,Intel,Intel HD Graphics 500,nan,"14""(35.5 см)","14""/1920x1080 пикс.",60 Гц,nan,4 ГБ,LPDDR4,1 шт,пластик,до 4 часов,1.273 кг

Acer,24 999 ₽,27 999,1 год,Китай,Extensa 15,не установлена,не установлена,4,nan,,nan,nan,Intel,Intel UHD Graphics,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",nan,128 ГБ,4 ГБ,DDR4,1 шт,пластик,до 6 часов,1.9 кг

LYAMBDA,nan,99 999 ₽,1 год,Китай,nan,не установлена,не установлена,12,12500H,Intel Core i5 12500H 2.5 ГГц,Core i5,2.5 ГГц,NVIDIA,GeForce RTX 3050 Ti 4GB,4 ГБ,"17.3""(43.9 см)","17.3""/1920x1080 пикс.",144 Гц,512 ГБ,16 ГБ,DDR4,1 шт,металл,до 5 часов,2.52 кг

LYAMBDA,nan,79 999 ₽,1 год,Китай,nan,не установлена,не установлена,12,12500H,Intel Core i5 12500H 2.5 ГГц,Core i5,2.5 ГГц,NVIDIA,GeForce GTX 1650 4GB,4 ГБ,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",nan,256 ГБ,8 ГБ,DDR4,1 шт,металл,до 5 часов,2.17 кг

MSI,89 999 ₽,99 999,1 год,Китай,GF 63 Thin,Windows 11 Домашняя 64,установлена,6,11400H,Intel Core i5 11400H 2.7 ГГц,Core i5,2.7 ГГц,NVIDIA,GeForce RTX 3050 4GB,4 ГБ,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",nan,512 ГБ,8 ГБ,DDR4,1 шт,алюминиевый сплав,до 7 часов,1.9 кг

ASUS,72 999 ₽,79 999,1 год,Китай,TUF Gaming A15,Windows 11 Домашняя 64,установлена,6,nan,,nan,nan,NVIDIA,GeForce RTX 3050 4GB,4 ГБ,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",144 Гц,512 ГБ,8 ГБ,DDR4,1 шт,пластик,до 6 часов,2.3 кг

VAIO,nan,45 999 ₽,1 год,Китай,VAIO E series,Windows 11 Домашняя,установлена,2,nan,,nan,nan,AMD,Radeon RX Vega 3,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",nan,512 ГБ,8 ГБ,DDR4,1 шт,ABS-пластик,до 8 часов,1.59 кг

VAIO,nan,45 999 ₽,1 год,Китай,VAIO E series,Windows 11 Домашняя,установлена,2,nan,,nan,nan,AMD,Radeon RX Vega 3,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",nan,512 ГБ,8 ГБ,DDR4,1 шт,ABS-пластик,до 8 часов,1.59 кг

ASUS,84 999 ₽,99 999,1 год,Китай,TUF Dash F15,не установлена,не установлена,8,12450H,Intel Core i5 12450H 3.3 ГГц,Core i5,3.3 ГГц,NVIDIA,GeForce RTX 3050 Ti 4GB,4 ГБ,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",nan,512 ГБ,16 ГБ,DDR4,1 шт,алюминий/ пластик,до 5 часов,2 кг

Lenovo,69 999 ₽,74 999,1 год,Китай,ideapad L340-15IRH Gaming,не установлена,не установлена,4,9300HF,Intel Core i5 9300HF 2.4 ГГц,Core i5,2.4 ГГц,NVIDIA,GeForce GTX 1650 4GB,4 ГБ,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",60 Гц,512 ГБ,8 ГБ,DDR4,1 шт,пластик,до 9 часов,2.2 кг

Lenovo,nan,159 999 ₽,1 год,Китай,Legion 5 17ACH6H,не установлена,не установлена,8,nan,,nan,nan,NVIDIA,GeForce RTX 3070 8GB,8 ГБ,"17.3""(43.9 см)","17.3""/1920x1080 пикс.",144 Гц,1 ТБ,16 ГБ,DDR4,1 шт,пластик,до 7 часов,2.98 кг

Lenovo,nan,31 999 ₽,1 год,Китай,IdeaPad 3 15IML05,Windows 10 Домашняя 64,установлена,2,nan,,nan,nan,Intel,UHD Graphics,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",nan,nan,4 ГБ,DDR4,1 шт,пластик,до 9 часов,1.7 кг

Thunderobot,89 999 ₽,99 999,1 год,Китай,GAMING,не установлена,не установлена,6,11400H,Intel Core i5 11400H 2.7 ГГц,Core i5,2.7 ГГц,NVIDIA,GeForce RTX 3060 6GB,6 ГБ,"17.3""(43.9 см)","17.3""/1920x1080 пикс.",144 Гц,256 ГБ,8 ГБ,DDR4,1 шт,пластик/ металл,до 5 часов,2.5 кг

Irbis,15 999 ₽,18 999,1 год,Китай,NB,Windows 10 Домашняя,установлена,2,nan,,nan,nan,Intel,Intel HD Graphics 500,nan,"14""(35.5 см)","14""/1366x768 пикс.",60 Гц,nan,4 ГБ,DDR4,1 шт,пластик,до 5 часов,1.273 кг

Lenovo,nan,24 999 ₽,1 год,Китай,V130-15IGM,не установлена,не установлена,2,nan,,nan,nan,Intel,Intel UHD Graphics 600,nan,"15.6""(39.6 см)","15.6""/1366x768 пикс.",nan,nan,4 ГБ,DDR4,1 шт,пластик,до 6 часов,1.85 кг

Thunderobot,179 999 ₽,199 999,1 год,Китай,GAMING,Windows 11 Домашняя 64,установлена,14,12700H,Intel Core i7 12700H 3.7 ГГц,Core i7,3.7 ГГц,NVIDIA,GeForce RTX 3070 Ti 8GB,8 ГБ,"16""(40.6 см)","16""/2560x1600 пикс.",165 Гц,1 ТБ,32 ГБ,DDR5,1 шт,пластик/ металл,до 5 часов,2.58 кг

Lenovo,52 999 ₽,59 999,1 год,Китай,IdeaPad 3 14ALC6,не установлена,не установлена,8,nan,,nan,nan,AMD,Radeon Graphics,nan,"14""(35.5 см)","14""/1920x1080 пикс.",nan,512 ГБ,12 ГБ,DDR4,1 шт,пластик,до 11 часов,1.41 кг

Lenovo,nan,24 999 ₽,1 год,Китай,IdeaPad 3 15IGL05,Windows 11 Домашняя 64,установлена,2,nan,,nan,nan,Intel,UHD Graphics 600,nan,"15.6""(39.6 см)","15.6""/1366x768 пикс.",nan,nan,4 ГБ,DDR4,1 шт,пластик,до 14 часов,1.7 кг

Lenovo,29 999 ₽,31 999,1 год,Китай,IdeaPad 3 15IML05,не установлена,не установлена,2,nan,,nan,nan,Intel,Intel UHD Graphics,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",nan,nan,4 ГБ,DDR4,1 шт,пластик,до 9 часов,1.7 кг

HP,43 999 ₽,46 999,1 год,Китай,240 G8,Windows 10 Pro 64,установлена,2,nan,,nan,nan,Intel,Intel UHD Graphics,nan,"14""(35.5 см)","14""/1920x1080 пикс.",60 Гц,256 ГБ,8 ГБ,DDR4,1 шт,пластик,до 5 часов,1.47 кг

ASUS,54 999 ₽,64 999,1 год,Китай,VivoBook,Windows 10,установлена,4,nan,,nan,nan,NVIDIA,GeForce MX350 2ГБ,2 ГБ,"14""(35.5 см)","14""/1920x1080 пикс.",nan,512 ГБ,8 ГБ,DDR4,1 шт,пластик,до 8 часов,1.22 кг

Apple,314 999 ₽,329 999,1 год,Китай,MacBook Pro,macOS,nan,10,nan,,nan,nan,Apple,nan,nan,nan,,120 Гц,1 ТБ,32 ГБ,nan,nan,алюминий,до 21 часа,2.15 кг

Lenovo,nan,64 999 ₽,1 год,Китай,IdeaPad Flex 5 14ITL05,Windows 11 Домашняя 64,установлена,4,nan,,nan,nan,Intel,Intel Iris Xe Graphics,nan,"14""(35.5 см)","14""/1920x1080 пикс.",nan,512 ГБ,8 ГБ,DDR4,1 шт,пластик,до 11 часов,1.5 кг

Lenovo,nan,77 399 ₽,1 год,Китай,IdeaPad Gaming 3 15ACH6,не установлена,не установлена,6,5600H,AMD Ryzen 5 5600H 3.3 ГГц,Ryzen 5,3.3 ГГц,NVIDIA,GeForce RTX 3050 Ti 4GB,4 ГБ,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",60 Гц,512 ГБ,16 ГБ,DDR4,1 шт,пластик,до 5 часов,2.25 кг

VAIO,nan,45 999 ₽,1 год,Китай,VAIO E series,Windows 11 Домашняя,установлена,2,nan,,nan,nan,AMD,Radeon RX Vega 3,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",nan,512 ГБ,8 ГБ,DDR4,1 шт,ABS-пластик,до 8 часов,1.59 кг

GIGABYTE,139 999 ₽,159 999,1 год,Китай,SE4-73EE213SH,Windows 11 Домашняя,установлена,14,12700H,Intel Core i7 12700H 2.3 ГГц,Core i7,2.3 ГГц,NVIDIA,GeForce RTX 3070 8GB,8 ГБ,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",144 Гц,512 ГБ,16 ГБ,DDR4,1 шт,алюминий/ пластик,до 5 часов,2.3 кг

Lenovo,nan,59 999 ₽,1 год,Китай,IdeaPad 5 15ITL05,Windows 11 Домашняя 64,установлена,4,nan,,nan,nan,Intel,Intel Iris Xe Graphics,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",nan,256 ГБ,8 ГБ,DDR4,1 шт,алюминий,до 11 часов,1.66 кг

Lenovo,nan,25 999 ₽,1 год,Китай,nan,Windows 11 Домашняя 64,установлена,2,nan,,nan,nan,Intel,UHD Graphics 600,nan,"14""(35.5 см)","14""/1366x768 пикс.",nan,nan,4 ГБ,DDR4,1 шт,пластик,до 14 часов,1.4 кг

Acer,114 999 ₽,124 999,1 год,Китай,Nitro 5,не установлена,не установлена,6,nan,,nan,nan,NVIDIA,GeForce RTX 3060 6GB,6 ГБ,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",144 Гц,512 ГБ,16 ГБ,DDR4,1 шт,пластик,до 10 часов,2.3 кг

HP,154 999 ₽,179 999,1 год,Китай,Omen,не установлена,не установлена,8,5800H,AMD Ryzen 7 5800H 3.2 ГГц,Ryzen 7,3.2 ГГц,NVIDIA,GeForce RTX 3070 8GB,8 ГБ,"16.1""(40.9 см)","16.1""/1920x1080 пикс.",144 Гц,1 ТБ,16 ГБ,DDR4,1 шт,пластик,до 9 ч 30 минут,2.46 кг

HP,nan,54 999 ₽,1 год,Китай,HP Notebook 15,не установлена,не установлена,4,nan,,nan,nan,Intel,UHD Graphics,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",60 Гц,nan,8 ГБ,DDR4,1 шт,пластик,до 8 часов,1.78 кг

Lenovo,nan,79 999 ₽,1 год,Китай,IdeaPad Flex 5 14ITL05,Windows 10 Домашняя 64,установлена,4,nan,,nan,nan,Intel,Intel Iris Xe Graphics,nan,"14""(35.5 см)","14""/1920x1080 пикс.",nan,512 ГБ,8 ГБ,DDR4,1 шт,пластик,до 11 часов,1.5 кг

ASUS,nan,89 999 ₽,1 год,Китай,Vivobook S15 OLED,Windows 11 Домашняя,установлена,8,nan,,nan,nan,AMD,Radeon Graphics,nan,"15.6""(39.6 см)","15.6""/2880x1620 пикс.",120 Гц,512 ГБ,16 ГБ,DDR4,1 шт,алюминий/ пластик,до 6 часов,1.8 кг

ASUS,59 999 ₽,67 999,1 год,Китай,VivoBook,не установлена,не установлена,4,nan,,nan,nan,NVIDIA,GeForce GTX 1650 4GB,4 ГБ,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",nan,512 ГБ,8 ГБ,DDR4,1 шт,ABS-пластик,до 5 часов,1.94 кг

Lenovo,99 999 ₽,119 999,1 год,Китай,Legion 5 15ITH6H,не установлена,не установлена,8,11800H,Intel Core i7 11800H 2.3 ГГц,Core i7,2.3 ГГц,NVIDIA,GeForce RTX 3050 Ti 4GB,4 ГБ,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",165 Гц,512 ГБ,16 ГБ,DDR4,1 шт,пластик,до 8 часов,2.4 кг

HP,45 999 ₽,49 999,1 год,Китай,nan,не установлена,не установлена,4,nan,,nan,nan,Intel,Intel Iris Xe Graphics,nan,"15.6""(39.6 см)","15.6""/1366x768 пикс.",nan,512 ГБ,8 ГБ,DDR4,1 шт,ABS-пластик,до 9 часов,1.82 кг

Acer,17 999 ₽,24 999,1 год,Китай,Aspire 3,не установлена,не установлена,2,nan,,nan,nan,Intel,Intel UHD Graphics 600,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",nan,nan,4 ГБ,DDR4,1 шт,пластик,до 6 часов,2.1 кг

LYAMBDA,nan,99 999 ₽,1 год,Китай,nan,не установлена,не установлена,12,12500H,Intel Core i5 12500H 2.5 ГГц,Core i5,2.5 ГГц,NVIDIA,GeForce RTX 3050 4GB,4 ГБ,"17.3""(43.9 см)","17.3""/1920x1080 пикс.",144 Гц,512 ГБ,16 ГБ,DDR4,1 шт,металл,до 5 часов,2.52 кг

GIGABYTE,nan,97 999 ₽,1 год,Китай,KD-52EE123SO,Windows 11 Домашняя,установлена,6,11400H,Intel Core i5 11400H 2.7 ГГц,Core i5,2.7 ГГц,NVIDIA,GeForce RTX 3060 6GB,6 ГБ,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",144 Гц,512 ГБ,16 ГБ,DDR4,1 шт,пластик,до 5 часов,2.18 кг

Apple,nan,154 999 ₽,1 год,Китай,nan,macOS,nan,8,nan,,nan,nan,nan,nan,nan,nan,,nan,256 ГБ,16 ГБ,nan,nan,алюминий,до 18 часов,1.24 кг

Lenovo,54 999 ₽,59 999,1 год,Китай,ThinkBook 15 G2 ITL,не установлена,не установлена,4,nan,,nan,nan,Intel,Intel Iris Xe Graphics,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",nan,256 ГБ,8 ГБ,DDR4,1 шт,пластик/ металл,до 6 часов,1.7 кг

Lenovo,nan,24 999 ₽,1 год,Китай,IdeaPad 1 11IGL05,Windows 11 Домашняя S-режим,установлена,2,nan,,nan,nan,Intel,Intel UHD Graphics 600,nan,"11.6""(29.4 см)","11.6""/1366x768 пикс.",nan,128 ГБ,4 ГБ,DDR4,1 шт,пластик,до 8 часов,1.2 кг

Apple,nan,154 999 ₽,1 год,Китай,nan,macOS,nan,8,nan,,nan,nan,nan,nan,nan,nan,,nan,256 ГБ,16 ГБ,nan,nan,алюминий,nan,1.24 кг

Lenovo,nan,64 999 ₽,1 год,Китай,IdeaPad Flex 5 14ITL05,Windows 11 Домашняя 64,установлена,4,nan,,nan,nan,Intel,Intel Iris Xe Graphics,nan,"14""(35.5 см)","14""/1920x1080 пикс.",nan,256 ГБ,8 ГБ,DDR4,1 шт,пластик,до 11 часов,1.5 кг

Lenovo,129 999 ₽,149 999,1 год,Китай,nan,Windows 11 Pro 64,установлена,10,nan,,nan,nan,Intel,Intel Iris Xe Graphics,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",nan,512 ГБ,16 ГБ,DDR4,1 шт,алюминиевый сплав/ пластик,до 12 часов,1.7 кг

Acer,114 999 ₽,139 999,1 год,Вьетнам,Nitro 5,не установлена,не установлена,12,12500H,Intel Core i5 12500H 2.5 ГГц,Core i5,2.5 ГГц,NVIDIA,GeForce RTX 3060 6GB,6 ГБ,"17.3""(43.9 см)","17.3""/1920x1080 пикс.",nan,512 ГБ,16 ГБ,DDR4,1 шт,пластик,до 6 часов,3 кг

Lenovo,nan,24 999 ₽,1 год,Китай,IdeaPad 1 11IGL05,Windows 11 Домашняя S-режим,установлена,2,nan,,nan,nan,Intel,Intel UHD Graphics 600,nan,"11.6""(29.4 см)","11.6""/1366x768 пикс.",nan,128 ГБ,4 ГБ,DDR4,1 шт,пластик,до 8 часов,1.2 кг

